bankA year sizeofA bankB sizeofB diff
1069778 1990 17.63704872 1111435 16.27089553 1.366153188
1069778 1990 17.63704872 1116300 16.97821125 0.658837466
1073757 1990 17.99426543 1079946 15.41014991 2.58411552
1140743 1990 16.97617346 1119794 16.75998433 0.21618913
1120754 1990 17.23735661 1136157 17.08365377 0.153702848
1069125 1990 16.98278251 1077689 16.4100456 0.572736911
1037115 1990 18.34921862 1035296 17.93503542 0.414183201
1140743 1990 16.97617346 1078921 15.81127833 1.164895127
1120754 1990 17.23735661 1199497 15.82508595 1.412270669
1120754 1990 17.23735661 1248902 16.98128307 0.256073542
1037115 1990 18.34921862 1079946 15.41014991 2.939068709
1073757 1990 17.99426543 1039454 13.18804812 4.806217313
1069778 1990 17.63704872 1116953 14.92647524 2.71057348
1140743 1990 16.97617346 1079441 16.01338648 0.962786977
1140743 1990 16.97617346 1027602 14.95063734 2.025536118
1073757 1990 17.99426543 1070345 15.88971566 2.104549766
1068294 1990 17.5913207 1110344 16.12626152 1.465059185
1037115 1990 18.34921862 1039454 13.18804812 5.161170503
1039502 1990 18.10623024 1094640 15.7187625 2.387467735
